製品名,Summarized Efficacy
ファイトローヤルⅡ,滋養強壮、虚弱体質、肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・産前産後などの場合の栄
ラーバエースＤ３０００,滋養強壮、虚弱体質、肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・産前産後などの場合の栄
サンリキソライト,滋養強壮、虚弱体質、肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・産前産後などの場合の栄
イキビタンＳＰＵ３０００,滋養強壮、虚弱体質、肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・産前産後などの場合の栄
グロンサンゴールド錠Ａ,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・産前産後などの場合"
モアビタンＤＸ５０００,滋養強壮、虚弱体質、肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・産前産後などの場合の栄
マージョンＤＸ４０００α,滋養強壮、虚弱体質、肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・産前産後などの場合の栄
マージョンＤＸ４０００αゼロ,滋養強壮、虚弱体質、肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・産前産後などの場合の栄
スリービタンＸＸ,滋養強壮、虚弱体質、肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・産前産後などの場合の栄
イキビタンα３０００,滋養強壮、虚弱体質、肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・産前産後などの場合の栄
イキビタンプレミアム,滋養強壮、虚弱体質、肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・産前産後などの場合の栄
サンリキソＺ５０００Ⅱ,滋養強壮、虚弱体質、肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・産前産後などの場合の栄
サンリキソプレミアム５０００,滋養強壮、虚弱体質、肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・産前産後などの場合の栄
キューピーコーワゴールドα,滋養強壮、虚弱体質、肉体疲労・病後の体力低下・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの
パニオンコーワ錠,疲労回復、脚気様症候群（全身倦怠、しびれ、むくみ、めまい、食欲不振、心悸亢進）及び脚気、熱性疾患・消
キューピーコーワゴールドα－プラス,滋養強壮、虚弱体質、肉体疲労・病後の体力低下・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの
ファイティーＥＸ,発熱性消耗性疾患・肉体疲労・病中病後・食欲不振・栄養障害・妊娠授乳期などの場合の栄養補給、滋養強壮、
キューピーコーワゴールドα－プラス《３０錠》,滋養強壮、虚弱体質、肉体疲労・病後の体力低下・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの
キューピーコーワゴールドαプレミアム,滋養強壮、虚弱体質、肉体疲労・病後の体力低下・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの
キューピーコーワゴールドαプレミアム《３０錠》,滋養強壮、虚弱体質、肉体疲労・病後の体力低下・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの
ユニーＤ３０００,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場"
ユニーＤ２０００,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場"
アミノＤＸアルウィン,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場"
クレビタン内服液Ａ,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場"
ホルユニーアミノＤ,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場"
ホルユニーキングドリンク,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場"
ユニコール液,せき、たん。
ヒストミンプラス液Ｓ,"病中病後・発熱性消耗性疾患・肉体疲労・胃腸障害・栄養障害などの場合の栄養補給。
滋養強壮。
虚弱体質"
ローヤルユニーキング,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場"
ダイナミカ３０００ＥＸ,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場"
ダイナミカドリンク１５００,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場"
ハリーゴールド液Ｓジュニア,幼児の発育期・小児の発育期・偏食児・発熱性消耗性疾患・病中病後・胃腸障害・栄養障害などの場合の栄養補
アナロンキング,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場"
ゴールドユニーＬＶ液,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場"
サイン液Ｓ,"病中病後・発熱性消耗性疾患・肉体疲労・胃腸障害・栄養障害などの場合の栄養補給。
滋養強壮。
虚弱体質"
参黄内服液Ａ,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場"
参黄ローヤル内服液,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場"
新ハリーゴールド液,"病中病後・発熱性消耗性疾患・肉体疲労・胃腸障害・栄養障害などの場合の栄養補給。
滋養強壮。
虚弱体質"
新ビタクールゴールド液,"病中病後・発熱性消耗性疾患・肉体疲労・胃腸障害・栄養障害などの場合の栄養補給。
滋養強壮。
虚弱体質"
仙寿内服液Ａ,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場"
ツバイ内服液Ｓ,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場"
パサードＳ,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場"
ビタケンエースＤ３０００,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場"
ビタユニーＤＸ３０００,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場"
ビタユニーＥＸ,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場"
ポラールアミノＤＸ,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場"
ポラールＤ３０００ＡＸ,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場"
サイン内服液ＤＸ,"病中病後・発熱性消耗性疾患・肉体疲労・胃腸障害・栄養障害・妊娠授乳期などの場合の栄養補給。
滋養強壮"
エムビタアミノゴールド,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場"
アルウィンアミノゴールド,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場"
小児用ヒストミンゴールド液Ｓ,幼児の発育期・小児の発育期・偏食児・発熱性消耗性疾患・病中病後・胃腸障害・栄養障害などの場合の栄養補
ダイナミカアミノＥＸ,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場"
パサード５３００ＶＸ,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場"
ヒストミンゴールド液プラス,"病中病後・発熱性消耗性疾患・肉体疲労・胃腸障害・栄養障害などの場合の栄養補給。
滋養強壮。
虚弱体質"
ブルミン液Ｖ,"病中病後・発熱性消耗性疾患・肉体疲労・胃腸障害・栄養障害などの場合の栄養補給。
滋養強壮。
虚弱体質"
ホルユニーアミノ５３００,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場"
アナロンゴールド内服液,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場"
ヒストミンゴールド液α,"病中病後・発熱性消耗性疾患・肉体疲労・胃腸障害・栄養障害などの場合の栄養補給。
滋養強壮。
虚弱体質"
新ハリーゴールド液α,"病中病後・発熱性消耗性疾患・肉体疲労・胃腸障害・栄養障害などの場合の栄養補給。
滋養強壮。
虚弱体質"
バイタックＷ内服液α,"病中病後・発熱性消耗性疾患・肉体疲労・胃腸障害・栄養障害・妊娠授乳期などの場合の栄養補給。
滋養強壮"
ネオオキソピタンＮＥＸＴ,"滋養強壮。
虚弱体質。
肉体疲労・病中病後・胃腸障害・栄養障害・発熱性消耗性疾患・妊娠授乳期などの場"
オキソピタンＬＶ錠,滋養強壮、虚弱体質、胃腸障害・栄養障害・病中病後・肉体疲労・発熱性消耗性疾患・妊娠授乳期などの場合の
翔雲Ｄ,滋養強壮、虚弱体質、肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・産前産後などの場合の栄
マムシゲン内服液,滋養強壮、虚弱体質、肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・産前産後などの場合の栄
ローヤルマムシゲン内服液,滋養強壮、虚弱体質、肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・産前産後などの場合の栄
翔雲Ａ,滋養強壮、虚弱体質、肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・産前産後などの場合の栄
マムシグロンスーパー内服液,滋養強壮、虚弱体質、肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・産前産後などの場合の栄
マムシグロン,滋養強壮、虚弱体質、肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・産前産後などの場合の栄
マムシホルモ,滋養強壮、虚弱体質、肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・産前産後などの場合の栄
マムシホルモＡ,滋養強壮、虚弱体質、肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・産前産後などの場合の栄
ドルチェルＥＸ,滋養強壮、虚弱体質、肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・産前産後などの場合の栄
飛翔Ａ,滋養強壮、虚弱体質、肉体疲労・病中病後・食欲不振・栄養障害・発熱性消耗性疾患・産前産後などの場合の栄
